hours_studied,previous_grade,parental_support,attendance,extracurricular,family_income,class_participation,homework_completion,sleep_hours,final_grade
13,37,1,89,1,118982,1,84,20,75
4,65,0,78,1,138718,1,21,8,68
3,35,0,78,0,69110,0,81,21,89
5,54,1,90,1,75265,0,99,18,59
1,77,1,88,0,53576,1,90,7,88
4,45,1,50,0,167113,0,30,10,88
4,48,1,76,0,132390,1,17,17,94
2,73,1,56,0,92676,0,93,23,82
13,88,1,70,0,194911,0,94,6,42
4,57,0,87,0,102960,1,23,13,97
6,99,0,64,1,140884,0,85,20,58
9,82,0,73,0,156863,0,37,16,94
3,33,1,81,1,167284,0,96,7,49
13,68,0,50,1,124158,0,38,23,60
13,72,0,67,1,153348,0,51,6,51
3,85,1,54,1,118554,1,36,20,66
4,54,1,64,0,55508,1,27,14,67
7,77,1,99,0,157157,0,99,22,68
1,50,0,94,1,134622,1,9,5,82
10,52,1,80,1,71514,1,31,19,60
8,32,1,91,0,131188,1,90,14,40
10,59,1,66,0,61533,1,52,13,85
7,72,1,75,0,123354,1,10,14,80
1,41,0,95,1,124067,1,77,21,58
5,61,1,75,0,116564,0,94,20,63
9,69,1,63,1,56191,1,39,11,79
4,42,0,71,0,54855,1,61,18,76
13,62,1,92,0,113816,0,67,14,78
11,60,0,65,1,199093,1,67,20,51
8,47,0,97,0,101094,1,12,7,71
6,67,0,49,0,97204,1,48,11,45
6,93,0,96,0,175351,1,52,16,51
2,70,0,58,1,72561,0,4,14,88
3,72,0,99,0,84344,0,58,8,75
12,72,1,68,1,164118,1,40,8,67
4,52,0,47,1,134558,0,73,7,65
7,46,0,98,0,167807,1,70,9,75
3,54,1,84,0,194848,1,10,5,79
11,47,0,73,0,128395,1,95,16,98
12,36,0,80,0,190985,0,29,13,59
5,35,1,49,0,128243,0,5,17,59
3,61,1,60,1,68326,1,30,5,66
5,97,0,98,1,135807,1,14,5,83
11,70,1,63,0,173923,1,59,10,67
1,32,0,53,1,107613,1,4,20,66
10,74,1,76,0,139632,1,64,6,90
7,92,0,91,1,191656,1,78,17,60
9,34,0,98,1,168734,0,77,21,99
8,88,0,87,1,156118,1,66,19,60
9,51,0,61,0,95462,1,27,6,68
13,65,1,93,1,50729,0,86,10,87
9,79,0,76,1,168675,1,23,18,69
8,98,1,69,0,192423,0,5,14,92
6,89,0,47,0,163348,0,62,13,75
7,30,1,95,0,171176,0,13,16,49
7,59,0,55,1,98062,1,3,20,76
2,65,1,75,1,71009,0,76,14,69
9,84,1,78,1,178097,1,49,9,69
3,67,0,54,0,124499,0,7,11,53
11,45,0,91,1,133669,0,27,6,73
9,59,1,68,1,197043,1,90,21,71
2,57,1,58,1,158252,1,49,23,98
10,87,0,81,1,97540,0,29,12,87
7,55,1,45,0,50909,1,80,16,72
10,71,1,50,1,116656,1,83,18,64
12,50,0,58,0,147758,0,38,23,84
4,84,0,79,1,147125,0,68,17,85
3,59,0,67,1,187384,0,69,13,77
12,86,1,71,1,64387,0,16,11,58
1,77,1,44,0,173565,1,9,8,80
11,38,1,79,0,94002,1,0,15,90
13,73,0,41,0,129041,1,12,10,69
5,56,0,88,1,136968,1,92,13,68
13,52,1,91,0,170837,0,96,7,90
6,41,0,56,1,110715,0,22,18,53
9,92,1,72,0,169730,1,81,19,76
5,41,1,65,0,199289,0,26,5,60
10,39,1,62,1,146292,0,18,17,81
5,33,0,53,1,118971,0,88,23,54
3,67,0,82,1,177704,1,9,10,54
6,96,0,69,0,124610,1,70,23,62
13,68,1,52,1,167168,0,16,11,47
10,43,0,82,0,131861,0,55,23,48
9,43,0,59,1,176860,1,16,16,65
3,35,0,61,1,76664,0,6,15,46
13,34,0,92,1,196751,0,12,17,72
9,40,1,74,1,59504,1,42,17,78
6,97,1,77,1,141035,1,20,17,74
6,33,1,75,0,144498,1,76,13,78
4,91,1,80,1,131425,0,13,20,95
7,63,0,54,0,190242,0,60,13,79
2,77,1,96,1,56628,1,35,6,41
5,97,0,48,0,111643,0,18,10,91
6,31,1,65,0,197541,1,53,19,69
1,89,1,49,0,187740,1,18,22,79
11,86,0,90,1,86741,0,94,21,99
3,77,0,62,0,52302,0,9,13,60
13,75,1,52,1,109421,1,70,22,71
1,67,0,96,1,77077,0,96,18,66
5,87,0,50,0,195306,0,90,5,63
13,76,1,40,1,53418,0,25,20,72
1,38,1,49,0,65253,0,58,8,79
5,75,0,85,0,138542,0,69,21,92
3,77,1,76,0,146428,0,27,8,63
9,70,0,53,0,163769,0,90,11,65
3,80,0,83,1,169428,1,32,6,45
9,30,0,54,1,103518,1,41,22,80
10,45,1,59,0,54223,0,86,12,47
13,89,1,63,0,181637,0,33,8,95
11,70,1,64,0,143654,0,70,9,60
1,44,1,69,1,116356,0,80,7,63
7,34,1,94,1,114572,0,46,5,41
11,48,0,66,0,79945,0,92,23,71
7,50,0,84,0,165520,0,27,19,80
4,33,0,88,1,150057,1,49,10,83
12,47,0,66,1,156210,1,69,16,97
8,74,1,71,1,147881,0,74,11,97
4,62,1,53,0,128069,1,44,7,45
7,34,1,56,0,136383,0,47,12,74
12,94,1,97,0,72402,0,9,13,84
12,72,0,92,0,191926,0,25,12,70
12,93,0,89,1,154696,0,4,20,85
2,96,0,95,1,89411,0,68,12,68
12,67,0,92,0,82051,0,58,9,78
8,38,0,72,1,114646,0,6,9,46
3,69,0,88,1,194952,1,36,8,83
2,41,0,40,1,50234,1,26,15,59
9,74,1,90,0,83485,1,85,12,57
12,45,1,75,0,191191,0,61,21,81
7,54,1,74,0,58247,1,76,7,79
8,45,1,85,1,96825,0,69,14,83
12,81,0,56,0,134654,0,23,23,91
8,34,1,63,1,145191,0,54,16,93
2,31,0,69,0,53276,1,77,8,82
7,91,1,42,0,65648,0,99,23,54
8,73,0,46,0,101770,0,56,15,94
4,60,0,94,0,52968,1,94,17,91
1,68,0,95,0,89189,1,19,7,70
8,33,0,70,1,149048,1,64,11,47
12,78,0,51,0,192252,0,42,16,68
9,55,0,70,0,108836,0,57,9,81
6,89,0,44,1,102382,0,78,14,54
10,42,0,94,1,113396,0,90,16,49
5,88,0,41,0,131244,1,77,19,53
6,61,1,49,1,100857,0,87,23,97
10,93,1,63,0,168501,0,22,19,56
11,51,0,84,1,157986,0,62,12,56
8,43,0,46,1,129746,0,43,18,45
5,90,1,82,1,94293,0,37,7,61
13,71,0,59,1,127408,0,80,19,55
3,72,0,75,0,128998,1,94,21,58
10,44,1,86,0,156871,1,81,10,71
1,42,0,72,1,189421,0,83,9,95
13,68,0,67,1,138928,0,98,23,96
7,98,0,91,1,55220,1,25,18,63
12,31,1,40,1,166664,1,49,5,82
7,88,0,99,0,165236,1,83,21,52
1,66,0,98,0,186430,0,97,9,72
5,75,1,58,1,155579,1,87,8,69
4,46,0,55,0,122384,0,31,20,71
12,52,0,84,1,67558,1,35,14,53
13,30,0,48,1,180697,1,9,22,74
4,60,1,66,1,51237,0,47,16,81
1,83,0,80,1,101356,0,60,10,61
5,39,0,67,1,79621,0,76,17,81
5,35,1,59,0,79752,0,95,20,64
8,39,1,63,0,163996,0,47,12,48
10,69,1,94,1,185143,1,16,10,84
13,68,0,43,0,152533,0,78,21,56
7,61,0,76,1,165729,1,21,19,47
11,33,1,84,0,71732,0,62,8,46
8,82,0,79,0,60824,0,30,19,48
10,77,0,62,1,55910,1,80,23,71
8,46,1,63,0,164473,1,26,11,76
13,95,0,65,1,92651,0,1,13,87
10,59,1,76,1,127839,0,20,13,80
10,32,1,43,1,193233,1,71,6,92
12,50,1,96,1,54467,1,36,23,68
4,83,1,41,1,92791,1,47,21,89
9,39,0,78,1,72114,1,56,17,90
4,93,0,91,1,169264,1,8,10,40
9,76,1,40,1,140946,0,60,23,41
4,90,0,80,0,171620,1,9,15,78
3,63,1,85,1,57173,0,91,12,55
9,89,0,77,0,125675,0,43,8,91
1,41,1,61,1,118785,0,19,13,57
4,84,0,59,0,183902,0,32,20,58
3,76,1,97,1,78646,1,74,13,75
4,71,1,40,1,180581,0,51,13,97
4,75,1,99,1,101398,0,83,15,82
4,38,1,43,1,141193,1,23,16,51
10,92,0,59,0,144264,1,92,16,63
11,75,1,80,1,79767,1,59,18,67
3,65,1,47,1,152704,0,63,12,61
10,72,1,98,1,51512,0,46,10,79
10,59,0,60,0,188503,1,47,20,43
10,40,1,67,1,146426,1,45,10,95
8,78,1,51,1,75310,1,41,18,78
11,78,1,58,0,126651,1,27,18,47
9,64,1,67,0,157376,0,22,11,95
6,71,1,42,1,111936,1,68,13,64
4,70,1,59,0,105633,1,0,11,97
10,68,0,70,0,108770,1,70,22,58
7,78,1,65,1,65800,1,3,23,86
1,94,0,92,1,129397,1,62,5,72
5,80,0,66,0,155824,0,2,23,66
8,30,0,44,1,134457,0,29,23,73
12,60,1,50,1,177912,0,69,22,71
1,42,0,67,0,146930,0,18,11,72
12,73,1,80,1,83878,1,94,11,87
2,63,1,78,0,83660,1,70,18,54
8,58,0,57,0,198260,1,94,10,90
6,78,0,91,0,86403,1,20,19,87
8,72,0,54,0,98970,1,80,22,82
2,85,1,61,0,55420,1,61,16,63
2,89,1,47,0,87714,1,40,23,96
12,83,0,74,1,72003,1,13,14,54
8,46,1,78,1,165592,0,23,20,40
9,67,1,60,0,179644,1,53,12,63
7,64,1,52,1,147578,0,58,7,43
12,65,1,95,0,159185,1,96,22,40
3,72,1,89,0,193496,0,11,16,76
2,74,1,90,1,188337,0,73,14,85
7,73,1,66,1,91082,1,37,14,79
1,85,1,55,0,197840,1,76,19,47
13,47,0,76,1,173049,1,26,15,72
1,30,1,96,0,58325,1,13,15,65
2,92,1,71,1,143998,0,8,11,68
5,61,1,78,1,127552,1,8,18,97
5,63,1,50,1,80238,1,52,7,49
13,30,1,69,0,143251,1,6,15,67
10,83,0,95,1,169623,0,14,15,81
8,68,0,72,0,175326,1,26,22,50
2,75,0,80,1,108277,0,14,15,61
8,74,1,50,1,98077,0,33,17,68
12,83,1,52,1,148904,1,1,9,99
2,83,0,56,0,182824,0,59,22,64
4,57,1,56,1,74163,0,91,19,57
4,67,1,72,1,199024,0,77,11,50
2,60,0,51,0,157975,0,98,12,76
9,42,1,96,0,125858,0,98,5,63
11,87,0,70,1,78462,0,75,12,97
4,42,0,52,0,124830,1,92,20,69
4,73,0,47,0,155648,1,99,5,58
9,82,1,83,0,109139,1,74,8,92
1,92,0,88,0,134558,0,9,7,71
6,50,1,40,0,86594,0,56,6,42
3,54,1,54,1,177825,1,73,15,84
2,95,1,47,1,96907,0,9,10,87
5,96,0,56,0,112359,0,98,23,72
5,75,1,72,0,119334,1,71,17,88
7,48,0,79,1,118219,1,52,19,43
11,93,0,45,1,60129,1,82,5,64
5,58,1,97,0,179089,0,53,22,95
9,91,0,69,0,134703,0,15,17,55
4,99,0,45,0,193046,1,48,20,93
7,30,1,88,0,139589,1,48,7,45
11,79,1,94,1,53653,0,87,7,96
7,78,0,58,0,140499,1,1,20,43
6,43,0,50,0,103135,1,53,19,84
2,91,0,92,0,169814,0,94,19,49
12,62,1,69,0,79509,0,50,5,89
5,97,0,55,0,58898,0,21,10,78
9,48,1,90,0,106686,0,70,22,44
7,94,1,47,1,179005,1,48,18,66
7,85,0,68,1,128070,0,97,20,40
4,90,1,56,0,118030,1,76,10,56
12,67,1,86,0,74430,1,85,20,72
9,76,0,85,0,104412,1,96,8,53
11,93,1,70,0,127438,0,38,11,93
5,56,1,85,0,170396,0,50,11,71
2,55,1,91,0,72579,0,21,7,86
11,41,1,89,0,186884,1,83,19,48
5,64,0,63,1,56099,0,23,13,50
11,59,1,42,0,130071,0,97,16,51
11,32,1,62,1,114325,0,42,17,60
5,31,0,79,1,108255,0,89,8,52
12,71,0,44,0,76810,0,70,20,93
11,91,0,72,0,159398,0,11,12,85
10,70,0,66,0,89867,0,36,16,83
13,89,1,85,0,111681,0,84,7,83
10,67,0,47,1,98443,0,49,16,80
12,35,0,77,0,75101,1,18,22,80
10,56,0,60,1,56718,0,67,5,40
4,62,0,40,1,106999,1,13,20,62
4,64,1,77,1,86656,1,47,10,55
13,76,0,53,0,136622,1,95,8,93
7,43,1,56,1,153157,1,97,13,99
8,59,0,55,0,127152,0,91,9,74
13,97,1,79,0,86886,1,67,18,65
5,57,1,78,0,112049,0,80,21,64
2,37,0,64,0,74136,0,1,19,81
7,84,1,99,1,115686,0,29,17,59
6,46,0,54,1,62471,1,23,23,91
6,44,0,92,0,162969,1,72,11,63
7,45,1,98,1,55984,0,35,18,64
12,88,0,61,1,61702,1,88,14,97
5,56,0,79,0,71627,1,89,12,86
2,75,1,94,0,61014,0,78,5,88
12,95,0,48,1,117474,1,16,18,97
12,99,0,62,0,72900,0,36,6,54
4,39,1,44,0,91119,1,73,17,84
9,59,1,55,1,86936,0,53,10,89
6,60,0,41,1,103891,0,97,8,68
7,30,0,86,0,184841,0,94,16,86
11,53,0,52,0,166597,0,48,9,76
5,41,0,78,0,186209,0,44,23,40
12,68,0,96,0,61385,0,16,16,82
2,64,0,51,1,97833,1,70,16,44
12,77,1,63,1,65666,1,58,13,44
4,79,0,43,1,112383,1,22,17,75
6,53,1,53,0,116840,1,13,21,44
8,32,1,40,1,199319,1,9,10,68
3,58,0,93,0,161329,1,29,13,40
6,50,1,74,1,144053,1,17,8,51
5,79,0,44,1,84169,0,51,8,63
9,74,1,77,1,79491,0,37,18,73
13,66,0,97,0,88113,0,91,23,40
2,61,0,47,0,159987,0,11,22,40
11,64,1,45,1,142586,1,89,16,43
4,73,0,52,1,65999,1,59,16,68
2,36,0,92,1,177923,1,92,18,40
6,79,0,56,0,160961,0,15,21,60
8,61,1,40,0,57501,0,1,9,70
5,99,1,40,1,150132,1,38,7,96
11,84,0,50,1,95125,1,5,7,50
11,82,0,50,0,135703,1,34,18,85
4,98,0,52,1,136490,1,24,8,59
4,34,0,47,0,158875,1,72,23,43
7,97,1,83,1,121399,0,13,19,67
7,97,0,49,0,159525,1,52,19,57
6,92,0,91,1,189042,1,87,12,46
12,44,0,48,1,55871,0,36,23,46
3,38,0,67,0,140059,1,12,14,52
2,93,1,57,0,198030,1,10,8,77
2,42,1,73,0,164750,0,19,11,94
2,61,0,62,1,52610,0,77,12,87
6,88,0,43,1,168151,0,32,7,99
7,60,0,53,0,118103,0,18,8,87
6,57,0,64,1,131188,0,6,20,57
1,59,1,91,1,62423,1,15,11,75
3,78,1,89,0,141281,1,70,7,80
6,43,1,80,0,85729,0,4,20,76
12,72,0,45,0,96022,0,28,6,92
13,80,0,58,0,69392,1,53,11,65
2,79,0,43,0,129873,0,65,23,86
7,41,0,55,0,193601,1,47,10,54
11,43,1,92,1,187962,1,94,6,44
8,99,0,53,0,69533,1,15,6,48
2,42,0,55,0,90503,0,59,12,41
1,46,1,77,1,199290,0,18,6,58
9,30,1,60,1,166637,0,94,22,61
10,54,0,92,0,136862,0,46,17,94
6,62,0,69,0,116695,0,61,17,80
1,82,0,74,0,77867,1,79,12,71
8,91,1,81,0,194062,1,94,22,41
11,56,1,41,0,144819,1,20,16,93
6,31,0,91,1,73166,0,29,6,50
10,38,0,95,0,110989,0,53,14,60
13,42,0,79,1,119263,1,61,20,60
13,49,0,72,1,192855,0,63,20,47
5,58,0,79,1,131753,1,50,5,83
11,76,1,64,0,199071,0,16,21,44
1,75,1,64,0,61628,0,2,13,67
1,43,0,86,0,179699,0,50,10,49
9,39,1,98,0,90897,0,78,22,99
13,93,0,82,0,139347,0,33,16,81
6,39,1,94,0,109155,1,61,13,93
6,72,0,61,0,132617,1,17,11,57
11,70,0,77,0,173334,1,81,6,68
13,38,1,41,0,88711,1,57,20,86
12,91,1,88,0,141373,1,35,23,68
10,58,0,53,1,81185,0,44,17,43
10,69,0,48,0,181145,1,64,16,78
11,99,0,56,1,69675,1,47,15,76
10,68,1,70,1,199535,1,7,17,85
9,72,0,83,0,136411,0,91,6,83
5,40,0,50,1,112084,1,19,7,40
3,43,1,56,0,192225,1,77,10,45
7,32,1,65,1,68492,0,79,9,57
4,57,0,65,0,81443,0,15,6,72
11,78,0,61,0,119729,0,20,19,41
8,52,1,90,1,181640,1,67,20,73
5,85,0,50,0,198312,0,33,22,87
10,97,0,42,0,159880,0,91,8,94
10,96,0,81,0,153701,0,64,23,52
4,61,0,55,1,194056,0,25,5,47
13,82,0,85,0,58601,0,64,6,47
2,97,0,76,0,91058,1,72,14,72
3,83,0,49,1,97840,1,70,7,97
3,55,0,74,1,97215,0,99,22,72
2,34,1,85,1,170350,0,14,10,54
7,87,1,44,1,88459,0,82,14,71
1,74,1,77,1,50338,1,87,23,80
8,41,1,85,1,145802,0,8,21,99
11,48,0,80,0,50752,0,12,22,55
11,52,0,68,0,119484,1,83,13,71
5,91,1,65,0,198567,1,49,12,82
7,44,1,82,1,127851,0,97,5,96
1,85,0,61,1,115645,1,15,8,91
12,70,0,41,0,174951,0,25,12,93
11,95,0,88,0,158026,0,41,21,60
4,62,0,71,0,176391,1,61,21,81
7,83,1,84,0,197249,1,58,14,54
13,47,0,62,1,107708,1,91,8,56
3,83,1,53,0,145168,0,19,9,80
12,46,1,83,0,145492,1,7,17,49
12,48,0,99,1,56248,1,12,18,48
11,47,1,40,1,106345,1,13,12,62
8,89,1,53,1,171555,1,33,11,46
5,96,0,51,0,104872,0,64,12,96
3,75,1,89,1,75967,1,65,20,93
6,53,1,50,0,63651,1,64,23,45
5,92,1,68,0,138785,0,41,22,49
7,39,1,83,0,142373,1,34,13,90
1,45,0,74,1,97239,1,71,11,58
7,77,1,42,0,184858,0,56,15,92
12,81,1,41,1,92708,0,49,22,65
7,42,1,87,0,135866,0,78,6,73
13,69,0,79,1,92511,0,7,18,41
5,59,1,91,0,87255,1,24,15,88
10,97,1,73,0,85548,0,26,6,47
12,64,1,46,1,71539,1,30,5,79
9,77,1,60,1,155787,1,62,19,82
5,55,1,76,1,122087,1,15,5,80
8,60,0,51,1,123930,0,80,20,75
12,88,1,52,0,122089,0,38,9,68
4,74,1,91,0,76572,1,76,12,78
10,39,0,77,0,62803,1,37,17,52
7,52,1,90,1,108344,0,32,8,53
11,87,1,90,0,179401,1,40,20,51
12,61,0,73,1,85725,0,94,19,88
2,69,1,66,0,50104,0,2,11,85
12,73,0,96,1,94700,1,76,12,97
12,61,0,96,1,85235,1,48,10,66
4,94,0,73,1,111659,0,38,10,50
1,58,1,70,0,197230,0,28,18,64
11,94,0,82,1,167368,0,51,5,51
12,97,0,44,1,56317,1,71,14,81
6,41,0,97,1,165871,1,93,18,74
8,56,0,58,0,109109,1,20,12,74
10,94,1,78,0,155371,1,47,17,90
13,63,1,93,0,113769,0,86,6,47
6,99,0,64,0,178783,1,59,12,75
9,66,1,42,1,160629,0,43,6,40
5,98,0,76,0,193040,1,23,13,84
9,99,0,50,0,162470,0,7,21,85
6,58,1,68,0,94782,1,11,5,41
6,85,1,78,0,82923,1,50,13,75
8,91,1,84,1,140901,0,2,10,97
3,37,0,69,0,106821,1,72,16,64
2,52,1,62,0,154263,0,56,13,47
10,80,0,68,0,103581,1,46,21,46
6,77,0,80,0,135560,0,81,9,90
6,51,0,64,1,195200,1,76,23,74
13,38,1,56,0,76967,1,37,13,48
7,30,0,40,0,79375,0,22,23,80
11,78,1,94,1,123861,1,23,5,51
4,94,1,93,1,108107,1,64,20,58
13,96,1,40,0,162361,0,31,5,66
4,85,1,65,0,196758,1,27,15,54
12,86,0,50,1,128660,1,87,7,99
10,90,0,80,1,125018,0,94,10,53
10,49,1,84,1,185409,1,60,9,40
1,37,0,74,0,197278,0,23,22,61
1,97,1,60,0,74187,0,77,19,59
4,83,0,68,0,81719,1,85,23,81
1,42,0,52,1,165970,0,65,11,57
13,53,0,57,1,69509,1,68,9,49
8,44,0,48,0,125965,1,65,21,91
7,74,0,45,1,135535,1,90,19,67
13,94,1,82,0,104560,1,65,8,90
5,39,1,87,1,58791,0,54,23,66
9,71,0,73,1,132179,0,33,13,94
7,87,1,85,0,134367,0,97,8,82
2,84,1,85,1,143606,0,16,14,57
13,71,0,71,0,146318,0,55,19,49
6,82,0,88,1,115153,1,29,10,46
9,95,1,49,0,116011,0,58,13,55
11,42,1,70,1,126972,1,28,6,99
2,49,1,68,1,95036,0,27,12,47
1,84,1,54,1,72308,1,36,7,62
12,36,0,96,0,189329,0,42,8,75
9,66,0,85,0,90897,0,43,15,73
6,81,0,52,0,63524,1,46,5,98
3,80,1,83,0,64195,1,15,17,75
8,67,1,56,1,135766,1,71,19,83
10,31,0,65,0,153546,1,72,13,93
1,50,1,41,0,75134,1,69,12,65
12,74,0,82,0,51460,0,12,9,72
9,35,0,58,0,70389,1,93,8,82
1,57,0,40,0,97847,0,94,20,60
13,57,0,48,1,162328,1,76,6,78
6,74,0,59,0,195007,0,69,7,49
11,93,0,41,0,113723,0,58,22,85
5,62,0,69,0,75784,0,47,23,79
11,82,0,59,0,181439,0,94,22,84
3,79,1,77,1,112558,1,28,14,84
13,60,1,80,1,189061,0,32,5,96
12,99,1,80,1,145180,0,35,23,77
7,43,1,78,0,127937,1,36,11,67
4,43,0,83,0,103706,0,55,16,62
11,91,1,96,1,50885,1,0,12,73
13,58,1,97,0,76318,0,58,13,43
1,52,1,83,0,104631,1,51,15,93
8,83,1,89,0,123309,1,88,23,78
12,78,1,82,0,150809,0,84,6,90
5,67,1,76,1,88623,1,36,19,80
7,48,1,90,1,99697,0,60,10,86
9,74,0,49,1,102647,0,56,18,60
11,81,1,79,1,50376,0,92,16,69
6,45,0,76,0,70335,1,49,21,82
11,33,1,96,0,158562,0,66,5,56
9,50,0,93,0,104411,1,92,16,42
1,58,0,59,1,51268,0,43,22,88
10,55,0,88,1,119930,0,25,23,98
13,85,0,86,1,174484,0,57,5,75
4,68,1,86,0,52618,1,49,13,81
9,57,1,40,1,61752,0,35,5,63
9,63,0,96,1,107264,0,85,13,85
1,66,1,67,0,77321,1,7,6,57
10,42,0,99,0,162503,1,3,15,66
13,36,0,50,0,100403,0,15,19,80
8,72,0,71,0,133203,0,22,12,82
1,30,0,64,0,121162,0,21,10,95
11,67,1,87,0,62964,0,86,23,68
8,66,0,69,0,103143,1,7,19,58
3,53,0,55,1,101287,0,46,7,61
8,63,0,50,1,147362,0,86,7,48
3,81,0,98,0,101774,0,73,6,97
1,81,1,51,1,109564,1,65,12,51
10,78,1,83,1,182479,0,15,15,65
1,62,1,78,1,98652,0,56,12,92
5,38,0,50,0,169717,1,54,6,59
3,56,1,48,1,134431,0,15,18,68
9,84,0,77,0,119452,1,90,12,43
4,87,0,80,1,179882,0,21,21,75
12,61,1,84,0,66955,1,36,18,43
9,79,0,47,0,51528,0,16,10,83
10,33,1,97,1,142442,0,99,18,96
5,50,1,46,1,63192,0,20,8,56
9,99,0,80,0,185328,1,67,17,42
13,63,0,73,1,106719,0,90,14,64
9,73,1,57,0,197753,0,58,9,81
8,96,0,68,1,116821,1,62,18,77
11,60,0,84,1,146175,0,91,17,47
12,74,1,85,0,136385,0,2,10,64
9,50,0,91,0,190894,0,20,11,79
13,96,0,73,0,53425,0,67,20,52
13,54,0,79,1,181380,1,52,16,53
4,92,0,43,0,142061,0,20,14,73
5,66,0,93,0,92485,1,17,14,92
12,62,1,42,0,64182,0,69,7,56
2,30,1,71,0,169126,1,67,9,73
11,49,1,62,1,155736,1,98,8,98
6,32,0,40,1,113677,0,85,15,57
13,66,0,69,1,136454,0,97,21,83
3,41,0,88,1,134569,1,77,17,76
2,71,1,56,0,185140,0,65,10,81
6,67,1,62,1,132321,1,7,13,77
12,37,1,66,0,88737,1,78,6,46
10,83,1,82,0,186373,0,56,9,93
10,90,1,95,1,130131,1,9,21,43
5,91,0,49,1,65341,1,27,5,79
8,33,1,69,0,85286,0,47,8,46
13,37,0,40,1,71271,1,86,9,83
7,92,0,45,1,143754,1,13,10,58
7,98,0,41,0,134939,1,21,16,47
7,63,0,65,1,83240,1,97,16,54
13,30,1,53,1,115019,0,40,9,89
11,68,0,65,0,192322,0,76,19,86
3,91,0,55,0,161292,1,79,19,51
9,64,0,98,1,173519,0,13,20,97
11,70,1,41,1,197558,0,28,10,75
5,81,0,99,0,129156,0,50,8,82
11,58,1,48,0,138741,1,79,22,82
10,54,0,53,0,91850,0,41,5,81
4,47,0,49,0,160591,1,40,11,58
3,39,0,72,1,148201,1,10,22,93
1,89,0,67,0,131798,1,83,16,59
13,52,0,40,1,71126,1,11,10,56
7,42,0,95,0,90570,1,20,20,72
6,41,1,98,1,125089,0,4,5,73
2,38,1,51,1,196093,1,94,20,66
3,35,0,46,1,161167,0,2,17,63
13,93,1,84,1,85993,1,72,21,51
13,78,0,67,1,157607,0,32,9,95
2,87,1,56,0,75776,1,43,10,94
9,72,1,83,1,184308,1,48,23,66
2,46,1,55,1,163126,1,38,12,75
13,37,0,56,1,120351,1,70,10,41
6,98,1,88,1,76814,0,75,10,93
8,84,1,89,1,117228,1,83,10,63
1,74,0,70,0,100605,1,42,15,90
4,79,0,51,1,100102,0,68,16,92
1,66,0,42,0,187137,0,63,13,71
4,94,1,87,1,68366,1,1,17,61
11,59,0,59,1,73919,0,24,21,60
12,99,1,81,1,68889,1,75,16,62
4,31,1,85,0,73953,0,11,15,91
11,41,0,79,1,189743,1,8,12,76
8,30,1,61,1,125240,1,56,18,44
9,68,1,84,0,196075,1,89,19,95
9,71,1,71,0,90962,1,71,9,43
1,54,0,94,0,133250,1,56,16,83
10,55,1,57,1,74587,1,61,11,49
11,62,1,70,1,88486,1,64,11,69
11,55,1,98,1,70961,1,75,5,70
7,85,0,54,1,115730,1,91,5,77
1,63,1,42,0,131074,1,62,12,79
12,58,0,48,1,145909,1,13,10,58
12,46,1,82,0,132852,1,51,20,87
3,37,1,74,0,187171,0,54,11,94
5,79,1,65,1,121579,0,87,19,59
7,53,1,81,1,122892,1,49,8,43
3,81,0,94,0,102606,1,77,17,46
1,37,0,52,1,151425,0,40,13,80
8,59,1,92,1,85997,1,45,18,94
2,46,1,91,0,69852,0,13,21,45
1,72,1,42,1,162059,0,58,16,98
1,88,1,94,0,161212,0,68,14,87
9,53,0,61,0,156805,0,66,23,71
5,79,0,60,1,67363,1,64,22,91
11,85,1,88,0,106099,0,24,20,54
5,44,0,92,1,142662,0,99,12,44
13,63,1,42,0,85388,1,18,17,81
11,80,1,76,1,120848,1,61,23,51
6,55,0,80,1,149456,0,77,12,48
5,80,0,84,1,109605,0,33,11,88
13,47,0,52,1,144694,0,70,18,77
9,30,0,95,0,70213,0,40,22,74
10,95,0,95,1,61793,1,71,13,81
3,83,1,43,0,153396,1,78,18,58
13,91,0,64,1,164625,1,82,8,92
11,70,0,44,0,52785,0,21,12,70
11,76,1,57,1,116280,0,7,15,98
6,55,0,49,0,120629,1,38,9,56
7,93,1,69,0,185166,0,67,16,51
9,97,0,90,0,178170,1,98,9,81
4,38,0,63,0,103120,0,28,17,42
9,93,0,63,1,165721,1,90,10,41
9,88,1,45,0,166594,0,88,7,94
1,85,1,40,0,66013,1,20,15,41
12,49,0,98,0,110896,1,96,22,88
13,93,0,63,1,183606,0,44,18,78
12,61,0,80,0,186740,0,81,18,46
4,47,1,47,0,158537,0,46,15,97
5,64,0,84,0,123429,1,3,16,95
6,31,1,72,1,58262,0,36,22,59
2,99,0,97,1,90535,1,29,9,50
5,81,0,69,1,98029,1,89,20,60
1,82,0,83,1,67498,1,10,22,82
1,41,0,54,1,196092,1,96,20,92
9,97,1,48,1,198155,0,81,11,51
11,96,0,73,1,74106,1,42,18,69
10,85,0,58,1,86392,1,24,15,52
4,62,1,58,1,54825,1,2,8,77
5,69,1,47,0,193852,1,27,15,83
13,96,1,89,1,177323,0,36,12,45
9,50,0,50,1,134466,0,80,14,61
12,54,0,89,1,198823,0,86,12,57
10,99,1,77,1,61820,1,0,6,86
8,78,1,55,1,99793,1,90,19,80
12,37,0,78,1,82229,0,76,23,99
